image,mask,id,type_1,type_2,is_legendary,is_mythical,generation,egg_group_0,egg_group_1
sprite/10_generation-iv_heartgold-soulsilver_front_shiny.png,masks/10_generation-iv_heartgold-soulsilver_front_default_mask.png,10,bug,,False,False,generation-i,bug,
sprite/11_default_front_default.png,masks/11_default_front_default_mask.png,11,bug,,False,False,generation-i,bug,
sprite/11_generation-iii_emerald_front_default.png,masks/11_generation-iii_emerald_front_default_mask.png,11,bug,,False,False,generation-i,bug,
sprite/11_generation-iii_emerald_front_shiny.png,masks/11_generation-iii_emerald_front_default_mask.png,11,bug,,False,False,generation-i,bug,
sprite/11_generation-iii_firered-leafgreen_front_default.png,masks/11_generation-iii_emerald_front_default_mask.png,11,bug,,False,False,generation-i,bug,
sprite/11_generation-iii_firered-leafgreen_front_shiny.png,masks/11_generation-iii_emerald_front_default_mask.png,11,bug,,False,False,generation-i,bug,
sprite/11_generation-iv_heartgold-soulsilver_front_default.png,masks/11_generation-iv_heartgold-soulsilver_front_default_mask.png,11,bug,,False,False,generation-i,bug,
sprite/12_default_front_default.png,masks/12_default_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/12_generation-iii_emerald_front_default.png,masks/12_generation-iii_emerald_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/12_generation-iii_emerald_front_shiny.png,masks/12_generation-iii_emerald_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/12_generation-iii_firered-leafgreen_front_default.png,masks/12_generation-iii_firered-leafgreen_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/12_generation-iv_heartgold-soulsilver_front_default.png,masks/12_generation-iv_heartgold-soulsilver_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/12_generation-iv_heartgold-soulsilver_front_shiny.png,masks/12_generation-iv_heartgold-soulsilver_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/12_generation-iv_heartgold-soulsilver_front_female.png,masks/12_generation-iv_heartgold-soulsilver_front_default_mask.png,12,bug,flying,False,False,generation-i,bug,
sprite/13_default_front_default.png,masks/13_default_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_default_front_shiny.png,masks/13_default_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iii_emerald_front_default.png,masks/13_generation-iii_emerald_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iii_emerald_front_shiny.png,masks/13_generation-iii_emerald_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iii_firered-leafgreen_front_default.png,masks/13_generation-iii_firered-leafgreen_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iii_firered-leafgreen_front_shiny.png,masks/13_generation-iii_firered-leafgreen_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iv_platinum_front_default.png,masks/13_generation-iv_platinum_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iv_platinum_front_shiny.png,masks/13_generation-iv_platinum_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iv_diamond-pearl_front_default.png,masks/13_generation-iv_diamond-pearl_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iv_diamond-pearl_front_shiny.png,masks/13_generation-iv_diamond-pearl_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/13_generation-iv_heartgold-soulsilver_front_default.png,masks/13_generation-iv_heartgold-soulsilver_front_default_mask.png,13,bug,poison,False,False,generation-i,bug,
sprite/14_default_front_default.png,masks/14_default_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_default_front_shiny.png,masks/14_default_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_generation-iii_emerald_front_default.png,masks/14_generation-iii_emerald_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_generation-iii_firered-leafgreen_front_default.png,masks/14_generation-iii_firered-leafgreen_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_generation-iv_platinum_front_default.png,masks/14_generation-iv_platinum_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_generation-iv_platinum_front_shiny.png,masks/14_generation-iv_platinum_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_generation-iv_diamond-pearl_front_shiny.png,masks/14_generation-iv_platinum_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/14_generation-iv_heartgold-soulsilver_front_default.png,masks/14_generation-iv_heartgold-soulsilver_front_default_mask.png,14,bug,poison,False,False,generation-i,bug,
sprite/15_default_front_default.png,masks/15_default_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/15_default_front_shiny.png,masks/15_default_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/15_generation-iii_emerald_front_default.png,masks/15_generation-iii_emerald_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/15_generation-iii_emerald_front_shiny.png,masks/15_generation-iii_emerald_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/15_generation-iii_firered-leafgreen_front_default.png,masks/15_generation-iii_firered-leafgreen_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/15_generation-iii_firered-leafgreen_front_shiny.png,masks/15_generation-iii_firered-leafgreen_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/15_generation-iv_heartgold-soulsilver_front_default.png,masks/15_generation-iv_heartgold-soulsilver_front_default_mask.png,15,bug,poison,False,False,generation-i,bug,
sprite/16_default_front_default.png,masks/16_default_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_default_front_shiny.png,masks/16_default_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iii_emerald_front_default.png,masks/16_generation-iii_emerald_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iii_emerald_front_shiny.png,masks/16_generation-iii_emerald_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iii_firered-leafgreen_front_shiny.png,masks/16_generation-iii_firered-leafgreen_front_shiny_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iv_platinum_front_default.png,masks/16_generation-iv_platinum_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iv_platinum_front_shiny.png,masks/16_generation-iv_platinum_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iv_diamond-pearl_front_shiny.png,masks/16_generation-iv_platinum_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iv_heartgold-soulsilver_front_default.png,masks/16_generation-iv_heartgold-soulsilver_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/16_generation-iv_heartgold-soulsilver_front_shiny.png,masks/16_generation-iv_heartgold-soulsilver_front_default_mask.png,16,normal,flying,False,False,generation-i,flying,
sprite/17_default_front_default.png,masks/17_default_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_default_front_shiny.png,masks/17_default_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iii_emerald_front_default.png,masks/17_generation-iii_emerald_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iii_emerald_front_shiny.png,masks/17_generation-iii_emerald_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iii_firered-leafgreen_front_default.png,masks/17_generation-iii_firered-leafgreen_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iii_firered-leafgreen_front_shiny.png,masks/17_generation-iii_firered-leafgreen_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iv_platinum_front_default.png,masks/17_generation-iv_platinum_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iv_platinum_front_shiny.png,masks/17_generation-iv_platinum_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iv_heartgold-soulsilver_front_default.png,masks/17_generation-iv_heartgold-soulsilver_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/17_generation-iv_heartgold-soulsilver_front_shiny.png,masks/17_generation-iv_heartgold-soulsilver_front_default_mask.png,17,normal,flying,False,False,generation-i,flying,
sprite/18_default_front_default.png,masks/18_default_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_default_front_shiny.png,masks/18_default_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iii_emerald_front_default.png,masks/18_generation-iii_emerald_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iii_emerald_front_shiny.png,masks/18_generation-iii_emerald_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iii_firered-leafgreen_front_default.png,masks/18_generation-iii_firered-leafgreen_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iii_firered-leafgreen_front_shiny.png,masks/18_generation-iii_firered-leafgreen_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iv_platinum_front_default.png,masks/18_generation-iv_platinum_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iv_platinum_front_shiny.png,masks/18_generation-iv_platinum_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iv_heartgold-soulsilver_front_default.png,masks/18_generation-iv_heartgold-soulsilver_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/18_generation-iv_heartgold-soulsilver_front_shiny.png,masks/18_generation-iv_heartgold-soulsilver_front_default_mask.png,18,normal,flying,False,False,generation-i,flying,
sprite/19_default_front_default.png,masks/19_default_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_default_front_shiny.png,masks/19_default_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iii_emerald_front_default.png,masks/19_generation-iii_emerald_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iii_emerald_front_shiny.png,masks/19_generation-iii_emerald_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iii_firered-leafgreen_front_default.png,masks/19_generation-iii_firered-leafgreen_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iii_firered-leafgreen_front_shiny.png,masks/19_generation-iii_firered-leafgreen_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iv_platinum_front_default.png,masks/19_generation-iv_platinum_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iv_platinum_front_shiny.png,masks/19_generation-iv_platinum_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iv_heartgold-soulsilver_front_default.png,masks/19_generation-iv_heartgold-soulsilver_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/19_generation-iv_heartgold-soulsilver_front_shiny.png,masks/19_generation-iv_heartgold-soulsilver_front_default_mask.png,19,normal,,False,False,generation-i,ground,
sprite/20_default_front_default.png,masks/20_default_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_default_front_shiny.png,masks/20_default_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_default_front_female.png,masks/20_default_front_female_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_default_front_shiny_female.png,masks/20_default_front_female_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iii_emerald_front_default.png,masks/20_generation-iii_emerald_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iii_emerald_front_shiny.png,masks/20_generation-iii_emerald_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iii_firered-leafgreen_front_default.png,masks/20_generation-iii_firered-leafgreen_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iii_firered-leafgreen_front_shiny.png,masks/20_generation-iii_firered-leafgreen_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_platinum_front_default.png,masks/20_generation-iv_platinum_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_platinum_front_female.png,masks/20_generation-iv_platinum_front_female_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_platinum_front_shiny_female.png,masks/20_generation-iv_platinum_front_female_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_diamond-pearl_front_shiny.png,masks/20_generation-iv_platinum_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_heartgold-soulsilver_front_default.png,masks/20_generation-iv_heartgold-soulsilver_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_heartgold-soulsilver_front_shiny.png,masks/20_generation-iv_heartgold-soulsilver_front_default_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_heartgold-soulsilver_front_female.png,masks/20_generation-iv_heartgold-soulsilver_front_female_mask.png,20,normal,,False,False,generation-i,ground,
sprite/20_generation-iv_heartgold-soulsilver_front_shiny_female.png,masks/20_generation-iv_heartgold-soulsilver_front_female_mask.png,20,normal,,False,False,generation-i,ground,
sprite/21_default_front_default.png,masks/21_default_front_default_mask.png,21,normal,flying,False,False,generation-i,flying,
sprite/21_default_front_shiny.png,masks/21_default_front_default_mask.png,21,normal,flying,False,False,generation-i,flying,
sprite/21_generation-iii_emerald_front_default.png,masks/21_generation-iii_emerald_front_default_mask.png,21,normal,flying,False,False,generation-i,flying,
sprite/21_generation-iii_emerald_front_shiny.png,masks/21_generation-iii_emerald_front_default_mask.png,21,normal,flying,False,False,generation-i,flying,
sprite/21_generation-iii_firered-leafgreen_front_default.png,masks/21_generation-iii_firered-leafgreen_front_default_mask.png,21,normal,flying,False,False,generation-i,flying,
sprite/21_generation-iii_firered-leafgreen_front_shiny.png,masks/21_generation-iii_firered-leafgreen_front_default_mask.png,21,normal,flying,False,False,generation-i,flying,
